,0
8555,3-4811375             
8556,3-4811375             
8557,3-4433335             
8558,3-4433335             
8559,3-4622894             
8560,3-4622894             
8561,3-5002494             
8562,3-5002494             
8563,3-5197228             
8564,3-5197228             
8565,3-5594563             
8566,3-5594563             
8567,3-5392576             
8568,3-5392576             
8569,3-6004389             
8570,3-5592790             
8571,3-5798016             
8572,3-5196113             
8573,3-5196113             
8574,7-17116345            
8575,7-17116345            
8576,3-3886422             
8577,3-3886422             
8578,3-3887451             
8579,3-3887451             
8580,3-3714874             
8581,3-5187016             
8582,3-5187016             
8583,7-16809842            
8584,7-16809842            
8585,3-4425755             
8586,3-4425755             
8587,3-4425117             
8588,3-4425117             
8589,3-3886305             
8590,3-4242725             
8591,3-4242725             
8592,3-4614933             
8593,3-4614933             
8594,3-4060726             
8595,3-4060726             
8596,3-3714587             
8597,3-3714587             
8598,3-3713993             
8599,3-3713993             
8600,3-4427363             
8601,3-4427363             
8602,3-4240696             
8603,3-4240696             
8604,3-3886304             
8605,3-3886304             
8606,3-4425682             
8607,3-4425682             
8608,3-3714252             
8609,3-3714252             
8610,3-4062729             
8611,3-4062729             
8612,3-4242836             
8613,3-4242836             
8614,3-4615684             
8615,3-4615684             
8616,3-4805416             
8617,3-4805416             
8618,3-4615133             
8619,3-4615133             
8620,3-4993131             
8621,3-4993131             
8622,3-5188362             
8623,3-5188362             
8624,3-5187733             
8625,3-5187733             
8626,3-3887270             
8627,3-4803395             
8628,3-4803395             
8629,3-160108941           
8630,7-13255366            
8631,3-160570268           
8632,3-160338849           
8633,3-160338849           
8634,3-160338541           
8635,3-160338773           
8636,7-13627182            
8637,7-13627182            
8638,3-160647187           
8639,3-160415925           
8640,3-160725486           
8641,3-160725486           
8642,3-160646836           
8643,7-13370659            
8644,3-160338670           
8645,3-160879925           
8646,3-160261478           
8647,3-160261690           
8648,3-160492788           
8649,3-160415762           
8650,3-160647430           
8651,3-160415679           
8652,3-160724801           
8653,3-160724801           
8654,3-160725218           
8655,3-160570192           
8656,3-160492433           
8657,3-160647130           
8658,3-160415058           
8659,3-160338272           
8660,3-160646921           
8661,3-160646921           
8662,3-4816139             
8663,3-4816139             
8664,3-4816745             
8665,3-4816745             
8666,3-5803213             
8667,3-5803213             
8668,3-5007621             
8669,3-5007621             
8670,3-6429164             
8671,3-6429179             
8672,3-6429179             
8673,3-6009634             
8674,3-6009634             
8675,3-4627765             
8676,3-5803676             
8677,3-5803676             
8678,3-6010830             
8679,3-6010830             
8680,3-6010760             
8681,3-6010760             
8682,3-5597532             
8683,3-5006395             
8684,3-5006707             
